item,nome,fase,tipo,lda,dn,metragem,nfases,codinome
0,6C5G4M,1,1,598.0,26.0,607.0,4,636
1,6C5G4M,2,1,598.0,17.5,1306.0,4,636
2,6C5G4M,3,1,598.0,12.25,1201.0,4,636
3,6C5G4M,4,1,598.0,8.5,1445.0,4,636
4,8030JC,1,1,0.0,17.5,410.0,3,777
5,8030JC,2,1,0.0,12.25,1670.0,3,777
6,8030JC,3,1,0.0,8.5,1498.0,3,777
7,9K474J,1,1,134.0,42.0,79.0,3,948
8,9K474J,2,1,134.0,28.0,995.0,3,948
9,9K474J,3,1,134.0,22.0,1112.0,3,948
10,OYC6AY,1,1,1801.0,26.0,352.0,7,1584
11,OYC6AY,2,1,1801.0,14.75,674.0,7,1584
12,OYC6AY,3,1,1801.0,16.0,0.0,7,1584
13,OYC6AY,4,1,1801.0,12.25,1079.0,7,1584
14,OYC6AY,5,1,1801.0,8.5,568.0,7,1584
15,OYC6AY,6,1,1801.0,8.46875,9.0,7,1584
16,OYC6AY,7,1,1801.0,8.5,703.0,7,1584
17,GQH3R4,1,1,41.5,26.0,93.0,6,1257
18,GQH3R4,2,1,41.5,17.5,509.0,6,1257
19,GQH3R4,3,1,41.5,12.25,1844.0,6,1257
20,GQH3R4,4,1,41.5,8.5,493.0,6,1257
21,GQH3R4,5,1,41.5,8.46875,6.0,6,1257
22,GQH3R4,6,1,41.5,8.5,644.0,6,1257
23,U0AN10,1,1,24.0,26.0,328.0,3,1787
24,U0AN10,2,1,24.0,17.5,1005.0,3,1787
25,U0AN10,3,1,24.0,12.25,235.0,3,1787
26,P86A8J,1,1,880.0,26.0,418.0,3,1602
27,P86A8J,2,1,880.0,16.0,886.0,3,1602
28,P86A8J,3,1,880.0,12.25,1489.0,3,1602
29,7PCLH2,1,1,2200.0,26.0,49.0,4,756
30,7PCLH2,2,1,2200.0,17.5,460.0,4,756
31,7PCLH2,3,1,2200.0,12.25,672.0,4,756
32,7PCLH2,4,1,2200.0,8.5,1200.0,4,756
33,178N74,1,1,1801.0,17.5,500.0,3,140
34,178N74,2,1,1801.0,12.25,1225.0,3,140
35,178N74,3,1,1801.0,8.5,315.0,3,140
36,T5GBJN,1,1,1918.0,26.0,410.0,4,1757
37,T5GBJN,2,1,1918.0,16.0,954.0,4,1757
38,T5GBJN,3,1,1918.0,12.25,956.0,4,1757
39,T5GBJN,4,1,1918.0,8.5,965.0,4,1757
40,48T9LT,1,1,976.0,8.5,710.0,4,448
41,48T9LT,2,1,976.0,26.0,50.0,4,448
42,48T9LT,3,1,976.0,17.5,665.0,4,448
43,48T9LT,4,1,976.0,12.25,3683.0,4,448
44,M626VM,1,1,1147.0,36.0,62.0,3,1479
45,M626VM,2,1,1147.0,17.5,595.0,3,1479
46,M626VM,3,1,1147.0,12.25,1045.0,3,1479
51,H43MYL,1,1,295.0,36.0,66.0,5,1272
52,H43MYL,2,1,295.0,26.0,426.0,5,1272
53,H43MYL,3,1,295.0,17.5,1293.0,5,1272
54,H43MYL,4,1,295.0,12.25,1195.0,5,1272
55,H43MYL,5,1,295.0,8.5,932.0,5,1272
56,US4486,1,1,69.0,26.0,16.0,6,1805
57,US4486,2,1,69.0,26.0,64.0,6,1805
58,US4486,3,1,69.0,17.5,0.0,6,1805
59,US4486,4,1,69.0,12.25,570.0,6,1805
60,US4486,5,1,69.0,8.5,1514.0,6,1805
61,US4486,6,1,69.0,8.5,140.0,6,1805
62,DJ943I,1,1,859.0,26.0,61.0,6,1113
63,DJ943I,2,1,859.0,17.5,765.0,6,1113
64,DJ943I,3,1,859.0,12.25,1256.0,6,1113
65,DJ943I,4,1,859.0,12.25,5.0,6,1113
66,DJ943I,5,1,859.0,12.25,329.0,6,1113
67,DJ943I,6,1,859.0,8.5,715.0,6,1113
68,4WE2M3,1,1,2336.0,36.0,63.0,4,493
69,4WE2M3,2,1,2336.0,26.0,492.0,4,493
70,4WE2M3,3,1,2336.0,17.5,591.0,4,493
71,4WE2M3,4,1,2336.0,12.25,1800.0,4,493
72,1E276T,1,1,1025.0,36.0,64.0,4,159
73,1E276T,2,1,1025.0,17.5,900.0,4,159
74,1E276T,3,1,1025.0,12.25,1682.0,4,159
75,1E276T,4,1,1025.0,8.5,1504.0,4,159
76,N79K9I,1,1,18.7,26.0,456.0,6,1512
77,N79K9I,2,1,18.7,17.5,1337.0,6,1512
78,N79K9I,3,1,18.7,12.25,858.0,6,1512
79,N79K9I,4,1,18.7,8.46875,18.0,6,1512
80,N79K9I,5,1,18.7,12.25,273.0,6,1512
81,N79K9I,6,1,18.7,8.5,541.0,6,1512
82,9AT8LT,1,1,18.0,26.0,450.0,8,930
83,9AT8LT,2,1,18.0,17.5,1014.0,8,930
84,9AT8LT,3,1,18.0,12.25,768.0,8,930
85,9AT8LT,4,1,18.0,8.5,651.0,8,930
86,9AT8LT,5,1,18.0,8.46875,9.0,8,930
87,9AT8LT,6,1,18.0,8.5,435.0,8,930
88,9AT8LT,7,1,18.0,0.0,9.0,8,930
89,9AT8LT,7,1,18.0,6.125,10.0,8,930
90,Z3LWHY,1,1,17.0,26.0,460.0,8,1977
91,Z3LWHY,2,1,17.0,17.5,1132.0,8,1977
92,Z3LWHY,3,1,17.0,12.25,528.0,8,1977
93,Z3LWHY,4,1,17.0,8.46875,9.0,8,1977
94,Z3LWHY,5,1,17.0,12.25,47.0,8,1977
95,Z3LWHY,6,1,17.0,8.46875,9.0,8,1977
96,Z3LWHY,7,1,17.0,12.25,62.0,8,1977
97,Z3LWHY,8,1,17.0,8.46875,9.0,8,1977
98,9YOIY8,1,1,20.0,17.5,630.0,2,972
99,9YOIY8,2,1,20.0,12.25,1255.0,2,972
100,45X8IM,1,1,15.6,26.0,464.0,6,432
101,45X8IM,2,1,15.6,17.5,1108.0,6,432
102,45X8IM,3,1,15.6,12.25,1441.0,6,432
103,45X8IM,4,1,15.6,8.5,846.0,6,432
104,45X8IM,5,1,15.6,8.46875,18.0,6,432
105,45X8IM,6,1,15.6,8.5,185.0,6,432
106,IB1A6I,1,1,19.7,26.0,439.0,8,1318
107,IB1A6I,2,1,19.7,17.5,1119.0,8,1318
108,IB1A6I,3,1,19.7,12.25,985.0,8,1318
109,IB1A6I,4,1,19.7,8.5,1090.0,8,1318
110,IB1A6I,5,1,19.7,8.46875,9.0,8,1318
111,IB1A6I,6,1,19.7,8.5,270.0,8,1318
112,IB1A6I,7,1,19.7,8.46875,12.0,8,1318
113,IB1A6I,8,1,19.7,8.5,30.0,8,1318
114,7M06B2,1,1,0.0,17.5,142.0,3,748
115,7M06B2,2,1,0.0,12.25,2363.0,3,748
116,7M06B2,3,1,0.0,8.5,893.0,3,748
117,VTD43P,1,1,167.0,26.0,303.0,4,1845
118,VTD43P,2,1,167.0,17.5,3.0,4,1845
119,VTD43P,3,1,167.0,12.25,751.0,4,1845
120,VTD43P,4,1,167.0,8.5,1344.0,4,1845
121,8X2KY2,1,1,189.0,36.0,71.0,4,874
122,8X2KY2,2,1,189.0,26.0,324.0,4,874
123,8X2KY2,3,1,189.0,17.5,1404.0,4,874
124,8X2KY2,4,1,189.0,12.25,2663.0,4,874
125,XDQL9E,1,1,139.0,26.0,328.0,8,1909
126,XDQL9E,2,1,139.0,17.5,1651.0,8,1909
127,XDQL9E,3,1,139.0,12.25,2249.0,8,1909
128,XDQL9E,4,1,139.0,8.5,313.0,8,1909
129,XDQL9E,5,1,139.0,8.46875,16.0,8,1909
130,XDQL9E,6,1,139.0,8.5,13.0,8,1909
131,XDQL9E,7,1,139.0,8.46875,18.0,8,1909
132,XDQL9E,8,1,139.0,8.5,43.0,8,1909
133,IT4AKH,1,1,152.0,26.0,327.0,4,1334
134,IT4AKH,2,1,152.0,17.5,1646.0,4,1334
135,IT4AKH,3,1,152.0,12.25,2115.0,4,1334
136,IT4AKH,4,1,152.0,8.5,1042.0,4,1334
137,U0IBO4,1,1,151.0,26.0,329.0,4,1788
138,U0IBO4,2,1,151.0,17.5,3151.0,4,1788
139,U0IBO4,3,1,151.0,12.25,2288.0,4,1788
140,U0IBO4,4,1,151.0,8.5,1246.0,4,1788
141,YRHK33,1,1,268.0,26.0,405.0,8,1958
142,YRHK33,2,1,268.0,17.5,1296.0,8,1958
143,YRHK33,3,1,268.0,12.25,2404.0,8,1958
144,YRHK33,4,1,268.0,8.5,685.0,8,1958
145,YRHK33,5,1,268.0,12.25,2634.0,8,1958
146,YRHK33,6,1,268.0,8.5,437.0,8,1958
147,YRHK33,7,1,268.0,8.46875,5.0,8,1958
148,YRHK33,8,1,268.0,8.5,11.0,8,1958
149,4933KY,1,1,187.0,26.0,287.0,8,453
150,4933KY,2,1,187.0,17.5,1401.0,8,453
151,4933KY,3,1,187.0,12.25,2599.0,8,453
152,4933KY,4,1,187.0,8.5,78.0,8,453
153,4933KY,5,1,187.0,12.25,0.0,8,453
154,4933KY,6,1,187.0,8.5,316.0,8,453
155,4933KY,7,1,187.0,8.46875,9.0,8,453
156,4933KY,8,1,187.0,8.5,855.0,8,453
157,X3HU2D,1,1,263.0,26.0,316.0,6,1892
158,X3HU2D,2,1,263.0,17.5,1506.0,6,1892
159,X3HU2D,3,1,263.0,12.25,1945.0,6,1892
160,X3HU2D,4,1,263.0,8.5,164.0,6,1892
161,X3HU2D,5,1,263.0,8.46875,9.0,6,1892
162,X3HU2D,6,1,263.0,8.5,553.0,6,1892
163,763Y64,1,1,136.0,26.0,492.0,4,703
164,763Y64,2,1,136.0,17.5,1445.0,4,703
165,763Y64,3,1,136.0,12.25,2203.0,4,703
166,763Y64,4,1,136.0,8.5,1022.0,4,703
167,4780B0,1,1,195.0,26.0,279.0,4,439
168,4780B0,2,1,195.0,17.5,1400.0,4,439
169,4780B0,3,1,195.0,12.25,2440.0,4,439
170,4780B0,4,1,195.0,8.5,1043.0,4,439
171,KMY0M3,1,1,181.0,26.0,303.0,8,1424
172,KMY0M3,2,1,181.0,17.5,1491.0,8,1424
173,KMY0M3,3,1,181.0,12.25,2350.0,8,1424
174,KMY0M3,4,1,181.0,8.5,575.0,8,1424
175,KMY0M3,5,1,181.0,8.46875,9.0,8,1424
176,KMY0M3,6,1,181.0,8.5,199.0,8,1424
177,KMY0M3,7,1,181.0,8.46875,9.0,8,1424
178,KMY0M3,8,1,181.0,8.5,638.0,8,1424
179,S35N6B,1,1,831.0,26.0,405.0,3,1709
180,S35N6B,2,1,831.0,14.75,1154.0,3,1709
181,S35N6B,3,1,831.0,8.5,1002.0,3,1709
182,MLY039,1,1,132.0,26.0,353.0,4,1491
183,MLY039,2,1,132.0,17.5,1536.0,4,1491
184,MLY039,3,1,132.0,12.25,2325.0,4,1491
185,MLY039,4,1,132.0,8.5,828.0,4,1491
186,06LH7H,1,1,202.0,36.0,73.0,6,32
187,06LH7H,2,1,202.0,26.0,255.0,6,32
188,06LH7H,3,1,202.0,17.5,1544.0,6,32
189,06LH7H,4,1,202.0,12.25,2012.0,6,32
190,06LH7H,5,1,202.0,8.5,272.0,6,32
191,06LH7H,6,1,202.0,6.5,10.0,6,32
192,06XGQW,1,1,1515.0,26.0,319.0,8,35
193,06XGQW,2,1,1515.0,16.0,553.0,8,35
194,06XGQW,3,1,1515.0,12.25,130.0,8,35
195,06XGQW,4,1,1515.0,8.46875,9.0,8,35
196,06XGQW,5,1,1515.0,12.25,230.0,8,35
197,06XGQW,6,1,1515.0,8.46875,9.0,8,35
198,06XGQW,7,1,1515.0,12.25,71.0,8,35
199,06XGQW,8,1,1515.0,8.46875,18.0,8,35
200,3ZGZ74,1,1,135.0,26.0,342.0,6,399
201,3ZGZ74,2,1,135.0,17.5,1628.0,6,399
202,3ZGZ74,3,1,135.0,12.25,2480.0,6,399
203,3ZGZ74,4,1,135.0,8.5,475.0,6,399
204,3ZGZ74,5,1,135.0,0.0,11.0,6,399
205,3ZGZ74,5,1,135.0,5.875,421.0,6,399
206,JKDRRW,1,1,135.0,26.0,319.0,6,1378
207,JKDRRW,2,1,135.0,17.5,1361.0,6,1378
208,JKDRRW,3,1,135.0,12.25,1264.0,6,1378
209,JKDRRW,4,1,135.0,8.5,9.0,6,1378
210,JKDRRW,5,1,135.0,12.25,760.0,6,1378
211,JKDRRW,6,1,135.0,8.5,825.0,6,1378
212,4010DH,1,1,195.0,26.0,329.0,4,401
213,4010DH,2,1,195.0,17.5,1364.0,4,401
214,4010DH,3,1,195.0,12.25,2400.0,4,401
215,4010DH,4,1,195.0,8.5,1090.0,4,401
216,42DX93,1,1,129.0,26.0,396.0,6,412
217,42DX93,2,1,129.0,17.5,1506.0,6,412
218,42DX93,3,1,129.0,12.25,2646.0,6,412
219,42DX93,4,1,129.0,8.5,255.0,6,412
220,42DX93,5,1,129.0,8.46875,9.0,6,412
221,42DX93,6,1,129.0,8.5,709.0,6,412
222,EE5X45,1,1,1140.0,26.0,316.0,8,1149
223,EE5X45,2,1,1140.0,16.0,560.0,8,1149
224,EE5X45,3,1,1140.0,12.25,70.0,8,1149
225,EE5X45,4,1,1140.0,8.46875,9.0,8,1149
226,EE5X45,5,1,1140.0,12.25,730.0,8,1149
227,EE5X45,6,1,1140.0,8.46875,3.0,8,1149
228,EE5X45,7,1,1140.0,12.25,518.0,8,1149
229,EE5X45,8,1,1140.0,8.5,540.0,8,1149
230,5OLX60,1,1,1351.0,26.0,324.0,4,567
231,5OLX60,2,1,1351.0,16.0,881.0,4,567
232,5OLX60,3,1,1351.0,12.25,1483.0,4,567
233,5OLX60,4,1,1351.0,8.5,761.0,4,567
234,UD57F0,1,1,873.0,26.0,331.0,6,1798
235,UD57F0,2,1,873.0,16.0,580.0,6,1798
236,UD57F0,3,1,873.0,12.25,1330.0,6,1798
237,UD57F0,4,1,873.0,8.46875,9.0,6,1798
238,UD57F0,5,1,873.0,12.25,185.0,6,1798
239,UD57F0,6,1,873.0,8.5,1513.0,6,1798
240,UD3O5G,1,1,585.0,26.0,341.0,4,1797
241,UD3O5G,2,1,585.0,16.0,692.0,4,1797
242,UD3O5G,3,1,585.0,12.25,1562.0,4,1797
243,UD3O5G,4,1,585.0,8.5,1023.0,4,1797
244,769NJ8,1,1,195.0,26.0,277.0,8,706
245,769NJ8,2,1,195.0,17.5,1444.0,8,706
246,769NJ8,3,1,195.0,12.25,2628.0,8,706
247,769NJ8,4,1,195.0,8.5,101.0,8,706
248,769NJ8,5,1,195.0,12.25,0.0,8,706
249,769NJ8,6,1,195.0,8.5,984.0,8,706
250,769NJ8,7,1,195.0,8.46875,9.0,8,706
251,769NJ8,8,1,195.0,8.5,124.0,8,706
252,DS2OE6,1,1,1776.0,26.0,337.0,3,1119
253,DS2OE6,2,1,1776.0,16.0,873.0,3,1119
254,DS2OE6,3,1,1776.0,12.25,1750.0,3,1119
255,T0XX71,1,1,1361.0,26.0,550.0,8,1747
256,T0XX71,2,1,1361.0,12.25,435.0,8,1747
257,T0XX71,3,1,1361.0,8.46875,9.0,8,1747
258,T0XX71,4,1,1361.0,16.0,336.0,8,1747
259,T0XX71,5,1,1361.0,12.25,430.0,8,1747
260,T0XX71,6,1,1361.0,8.46875,9.0,8,1747
261,T0XX71,7,1,1361.0,12.25,1517.0,8,1747
262,T0XX71,8,1,1361.0,8.46875,9.0,8,1747
263,3036NM,1,1,143.0,26.0,244.0,1,308
264,Y068P4,1,1,143.0,26.0,347.0,7,1920
265,Y068P4,2,1,143.0,17.5,1495.0,7,1920
266,Y068P4,3,1,143.0,12.25,2389.0,7,1920
267,Y068P4,4,1,143.0,10.625,59.0,7,1920
268,Y068P4,5,1,143.0,8.5,8.0,7,1920
269,Y068P4,6,1,143.0,12.25,132.0,7,1920
270,Y068P4,7,1,143.0,8.5,1352.0,7,1920
271,Z03RFY,1,1,1513.0,26.0,372.0,8,1967
272,Z03RFY,2,1,1513.0,16.0,1195.0,8,1967
273,Z03RFY,3,1,1513.0,12.25,1211.0,8,1967
274,Z03RFY,4,1,1513.0,8.5,235.0,8,1967
275,Z03RFY,5,1,1513.0,8.46875,9.0,8,1967
276,Z03RFY,6,1,1513.0,8.5,152.0,8,1967
277,Z03RFY,7,1,1513.0,8.46875,9.0,8,1967
278,Z03RFY,8,1,1513.0,8.5,485.0,8,1967
279,Z3N80C,1,1,337.0,26.0,441.0,3,1978
280,Z3N80C,2,1,337.0,12.25,1546.0,3,1978
281,Z3N80C,3,1,337.0,8.5,1648.0,3,1978
282,1H632R,1,1,1615.0,26.0,368.0,2,166
283,1H632R,2,1,1615.0,8.5,0.0,2,166
284,2H817Q,1,1,1615.0,26.0,370.0,3,271
285,2H817Q,2,1,1615.0,16.0,1003.0,3,271
286,2H817Q,3,1,1615.0,12.25,936.0,3,271
287,6UG90D,1,1,1800.0,26.0,490.0,3,668
288,6UG90D,2,1,1800.0,12.25,1105.0,3,668
289,6UG90D,3,1,1800.0,8.5,539.0,3,668
290,DISMK4,1,1,974.0,36.0,84.0,5,1112
291,DISMK4,2,1,974.0,26.0,816.0,5,1112
292,DISMK4,3,1,974.0,17.5,1475.0,5,1112
293,DISMK4,4,1,974.0,12.25,1483.0,5,1112
294,DISMK4,5,1,974.0,8.5,247.0,5,1112
295,0D35O2,1,1,2130.0,42.0,89.0,6,53
296,0D35O2,2,1,2130.0,26.0,663.0,6,53
297,0D35O2,3,1,2130.0,17.5,592.0,6,53
298,0D35O2,4,1,2130.0,12.25,910.0,6,53
299,0D35O2,4,1,2130.0,8.5,0.0,6,53
300,0D35O2,5,1,2130.0,8.5,1563.0,6,53
301,YKA9AM,1,1,1314.0,36.0,82.0,4,1953
302,YKA9AM,2,1,1314.0,26.0,587.0,4,1953
303,YKA9AM,3,1,1314.0,17.5,1005.0,4,1953
304,YKA9AM,4,1,1314.0,12.25,1077.0,4,1953
305,C3NU78,1,1,1934.0,36.0,86.0,4,1051
306,C3NU78,2,1,1934.0,26.0,518.0,4,1051
307,C3NU78,3,1,1934.0,17.5,991.0,4,1051
308,C3NU78,4,1,1934.0,12.25,1531.0,4,1051
309,2PDQ2A,1,1,1928.0,36.0,80.0,5,288
310,2PDQ2A,2,1,1928.0,26.0,874.0,5,288
311,2PDQ2A,3,1,1928.0,17.5,1064.0,5,288
312,2PDQ2A,4,1,1928.0,12.25,913.0,5,288
313,2PDQ2A,5,1,1928.0,8.5,938.0,5,288
314,4462G8,1,1,0.0,12.25,303.0,2,425
315,4462G8,2,1,0.0,8.5,598.0,2,425
316,J7H76J,1,1,0.0,12.25,305.0,2,1361
317,J7H76J,2,1,0.0,8.5,547.0,2,1361
318,NA1EHV,1,1,0.0,12.25,300.0,2,1517
319,NA1EHV,2,1,0.0,8.5,442.0,2,1517
320,1TW9HV,1,1,1907.0,36.0,86.0,4,193
321,1TW9HV,2,1,1907.0,26.0,695.0,4,193
322,1TW9HV,3,1,1907.0,17.5,1016.0,4,193
323,1TW9HV,4,1,1907.0,12.25,283.0,4,193
329,NI9KA0,1,1,2483.0,26.0,440.0,4,1525
330,NI9KA0,2,1,2483.0,17.5,343.0,4,1525
331,NI9KA0,3,1,2483.0,12.25,597.0,4,1525
332,NI9KA0,4,1,2483.0,8.5,668.0,4,1525
333,T81QPT,1,1,1246.0,26.0,11.0,4,1761
334,T81QPT,2,1,1246.0,16.0,798.0,4,1761
335,T81QPT,3,1,1246.0,12.25,947.0,4,1761
336,T81QPT,4,1,1246.0,8.5,858.0,4,1761
337,J92V9Y,1,1,800.0,16.0,1008.0,2,1366
338,J92V9Y,2,1,800.0,12.25,1994.0,2,1366
339,4D5KM8,1,1,1374.0,26.0,617.0,1,465
340,BLSL9L,1,1,1374.0,36.0,61.0,5,1032
341,BLSL9L,2,1,1374.0,26.0,556.0,5,1032
342,BLSL9L,3,1,1374.0,16.0,1158.0,5,1032
343,BLSL9L,4,1,1374.0,12.25,1177.0,5,1032
344,BLSL9L,5,1,1374.0,8.5,462.0,5,1032
345,7662VN,1,1,1583.0,17.5,44.0,1,704
346,Y33785,1,1,1583.0,36.0,65.0,3,1926
347,Y33785,2,1,1583.0,17.5,992.0,3,1926
348,Y33785,3,1,1583.0,12.25,1303.0,3,1926
349,H59374,1,1,22.5,26.0,441.0,5,1274
350,H59374,2,1,22.5,17.5,1553.0,5,1274
351,H59374,3,1,22.5,12.25,1727.0,5,1274
352,H59374,4,1,22.5,8.5,375.0,5,1274
353,H59374,5,1,22.5,8.46875,17.0,5,1274
354,5S0390,1,1,1286.0,30.0,45.0,5,575
355,5S0390,2,1,1286.0,17.5,1056.0,5,575
356,5S0390,3,1,1286.0,12.25,1419.0,5,575
357,5S0390,4,1,1286.0,8.5,1006.0,5,575
358,5S0390,5,1,1286.0,6.125,138.0,5,575
359,48Z390,1,1,2257.0,17.5,851.0,2,450
360,48Z390,2,1,2257.0,12.25,1709.0,2,450
361,3G12DU,1,1,1426.0,17.5,860.0,2,362
362,3G12DU,2,1,1426.0,12.25,1390.0,2,362
363,6R8551,1,1,1478.0,26.0,63.0,3,662
364,6R8551,2,1,1478.0,17.5,467.0,3,662
365,6R8551,3,1,1478.0,12.25,942.0,3,662
366,YPA50Z,1,1,1779.0,17.5,624.0,2,1956
367,YPA50Z,2,1,1779.0,12.25,747.0,2,1956
368,B6GAE7,1,1,1464.0,26.0,49.0,3,1017
369,B6GAE7,2,1,1464.0,17.5,375.0,3,1017
370,B6GAE7,3,1,1464.0,12.25,1690.0,3,1017
371,5P7041,1,1,2003.0,36.0,50.0,5,571
372,5P7041,2,1,2003.0,26.0,429.0,5,571
373,5P7041,3,1,2003.0,16.0,995.0,5,571
374,5P7041,4,1,2003.0,12.25,1412.0,5,571
375,5P7041,5,1,2003.0,8.5,1493.0,5,571
376,C9JM7P,1,1,1338.0,36.0,61.0,3,1061
377,C9JM7P,2,1,1338.0,17.5,464.0,3,1061
378,C9JM7P,3,1,1338.0,12.25,1544.0,3,1061
379,8HAD9O,1,1,1496.0,26.0,50.0,3,842
380,8HAD9O,2,1,1496.0,17.5,441.0,3,842
381,8HAD9O,3,1,1496.0,12.25,1014.0,3,842
382,VZAH42,1,1,1374.0,26.0,74.0,4,1849
383,VZAH42,2,1,1374.0,17.5,1026.0,4,1849
384,VZAH42,3,1,1374.0,12.25,1738.0,4,1849
385,VZAH42,4,1,1374.0,8.5,476.0,4,1849
386,42AVRA,1,1,2042.0,26.0,52.0,3,411
387,42AVRA,2,1,2042.0,17.5,795.0,3,411
388,42AVRA,3,1,2042.0,12.25,1099.0,3,411
389,05F2V9,1,1,1473.0,26.0,62.0,3,24
390,05F2V9,2,1,1473.0,17.5,663.0,3,24
391,05F2V9,3,1,1473.0,12.25,1017.0,3,24
392,3R9735,1,1,1389.0,17.5,706.0,2,379
393,3R9735,2,1,1389.0,12.25,1305.0,2,379
394,92P41E,1,1,2053.0,17.5,26.0,2,894
395,92P41E,2,1,2053.0,26.0,62.0,2,894
396,85V11Z,1,1,2059.0,26.0,62.0,3,806
397,85V11Z,2,1,2059.0,17.5,276.0,3,806
398,85V11Z,3,1,2059.0,12.25,875.0,3,806
399,90NP3Y,1,1,1900.0,16.0,892.0,2,882
400,90NP3Y,2,1,1900.0,12.25,1383.0,2,882
401,ZW0XNY,1,1,1864.0,17.5,682.0,3,2001
402,ZW0XNY,2,1,1864.0,12.25,1990.0,3,2001
403,ZW0XNY,3,1,1864.0,8.5,150.0,3,2001
404,76BR6X,1,1,2666.0,26.0,812.0,7,707
405,76BR6X,2,1,2666.0,17.5,928.0,7,707
406,76BR6X,3,1,2666.0,22.0,318.0,7,707
407,76BR6X,4,1,2666.0,17.5,20.0,7,707
408,76BR6X,4,1,2666.0,22.0,428.0,7,707
409,76BR6X,5,1,2666.0,12.25,1423.0,7,707
410,76BR6X,6,1,2666.0,8.5,416.0,7,707
411,SHX804,1,1,1951.0,36.0,50.0,4,1731
412,SHX804,2,1,1951.0,17.5,1141.0,4,1731
413,SHX804,3,1,1951.0,12.25,2214.0,4,1731
414,SHX804,4,1,1951.0,8.5,870.0,4,1731
415,S5LMS8,1,1,1653.0,36.0,61.0,4,1714
416,S5LMS8,2,1,1653.0,17.5,897.0,4,1714
417,S5LMS8,3,1,1653.0,12.25,1534.0,4,1714
418,S5LMS8,4,1,1653.0,8.5,184.0,4,1714
419,6RI77S,1,1,1652.0,36.0,51.0,2,663
420,6RI77S,2,1,1652.0,26.0,443.0,2,663
421,835619,1,1,1648.0,36.0,50.0,8,791
422,835619,2,1,1648.0,26.0,482.0,8,791
423,835619,3,1,1648.0,16.0,1300.0,8,791
424,835619,4,1,1648.0,12.25,1670.0,8,791
425,835619,5,1,1648.0,8.5,164.0,8,791
426,835619,6,1,1648.0,6.125,0.0,8,791
427,835619,7,1,1648.0,8.5,0.0,8,791
428,835619,8,1,1648.0,6.125,402.0,8,791
429,P8HRX4,1,1,1730.0,36.0,60.0,6,1604
430,P8HRX4,2,1,1730.0,26.0,900.0,6,1604
431,P8HRX4,3,1,1730.0,16.0,30.0,6,1604
432,P8HRX4,4,1,1730.0,14.75,469.0,6,1604
433,P8HRX4,5,1,1730.0,12.25,1203.0,6,1604
434,P8HRX4,6,1,1730.0,8.5,1042.0,6,1604
435,23368M,1,1,1200.0,36.0,62.0,4,221
436,23368M,2,1,1200.0,17.5,952.0,4,221
437,23368M,3,1,1200.0,26.0,952.0,4,221
438,23368M,4,1,1200.0,12.25,1284.0,4,221
439,UYLM15,1,1,867.0,36.0,62.0,3,1812
440,UYLM15,2,1,867.0,17.5,1119.0,3,1812
441,UYLM15,3,1,867.0,12.25,2550.0,3,1812
442,FOR0M5,1,1,700.0,36.0,63.0,2,1206
443,FOR0M5,2,1,700.0,26.0,261.0,2,1206
444,Y6R37D,1,1,700.0,36.0,64.0,5,1937
445,Y6R37D,2,1,700.0,26.0,307.0,5,1937
446,Y6R37D,3,1,700.0,16.0,1186.0,5,1937
447,Y6R37D,4,1,700.0,12.25,1188.0,5,1937
448,Y6R37D,5,1,700.0,8.5,1269.0,5,1937
457,8QC181,1,1,1798.0,36.0,63.0,4,853
458,8QC181,2,1,1798.0,26.0,625.0,4,853
459,8QC181,3,1,1798.0,17.5,1998.0,4,853
460,8QC181,4,1,1798.0,12.25,1063.0,4,853
461,37E85M,1,1,74.0,36.0,64.0,6,340
462,37E85M,2,1,74.0,26.0,367.0,6,340
463,37E85M,3,1,74.0,17.5,1124.0,6,340
464,37E85M,4,1,74.0,12.25,2496.0,6,340
465,37E85M,5,1,74.0,8.5,972.0,6,340
466,37E85M,6,1,74.0,6.125,442.0,6,340
467,J870PO,1,1,1177.0,36.0,51.0,3,1363
468,J870PO,2,1,1177.0,17.5,713.0,3,1363
469,J870PO,3,1,1177.0,12.25,1257.0,3,1363
474,164GL5,1,1,1609.0,26.0,61.0,4,134
475,164GL5,2,1,1609.0,17.5,555.0,4,134
476,164GL5,3,1,1609.0,12.25,1328.0,4,134
477,164GL5,4,1,1609.0,8.5,157.0,4,134
478,E3XSEN,1,1,1878.0,36.0,60.0,5,1133
479,E3XSEN,2,1,1878.0,26.0,565.0,5,1133
480,E3XSEN,3,1,1878.0,17.5,990.0,5,1133
481,E3XSEN,4,1,1878.0,12.25,1348.0,5,1133
482,E3XSEN,5,1,1878.0,8.5,351.0,5,1133
483,T5NU02,1,1,2012.0,36.0,64.0,4,1758
484,T5NU02,2,1,2012.0,17.5,1222.0,4,1758
485,T5NU02,3,1,2012.0,12.25,1533.0,4,1758
486,T5NU02,4,1,2012.0,8.5,825.0,4,1758
487,KV6EFM,1,1,1470.0,36.0,62.0,1,1427
488,SH3694,1,1,1469.0,36.0,61.0,5,1730
489,SH3694,2,1,1469.0,26.0,1148.0,5,1730
490,SH3694,3,1,1469.0,17.5,1841.0,5,1730
491,SH3694,4,1,1469.0,12.25,1136.0,5,1730
492,SH3694,5,1,1469.0,8.5,783.0,5,1730
493,K65I6G,1,1,1470.0,36.0,0.0,1,1402
