item,nome,fase,tipo,lda,dn,metragem,nfases,codinome
1522,FY367B,3,1,25.0,17.5,1300.0,5,1216
1523,FY367B,4,1,25.0,12.25,748.0,5,1216
1524,FY367B,5,1,25.0,8.5,755.0,5,1216
1525,3RE7XL,1,1,50.0,36.0,67.0,5,380
1526,3RE7XL,2,1,50.0,26.0,660.0,5,380
1527,3RE7XL,3,1,50.0,17.5,468.0,5,380
1528,3RE7XL,4,1,50.0,12.25,2049.0,5,380
1529,3RE7XL,5,1,50.0,8.5,1664.0,5,380
1530,M27Y11,1,1,469.0,42.0,10.0,6,1475
1531,M27Y11,2,1,469.0,36.0,53.0,6,1475
1532,M27Y11,3,1,469.0,26.0,492.0,6,1475
1533,M27Y11,4,1,469.0,17.5,3273.0,6,1475
1534,M27Y11,5,1,469.0,12.25,1458.0,6,1475
1535,M27Y11,6,1,469.0,8.5,504.0,6,1475
1536,S888RY,1,1,469.0,26.0,807.0,1,1719
1537,UI97WP,1,1,1745.0,12.25,587.0,1,1801
1538,ZC7EQ6,1,1,1747.0,36.0,64.0,6,1990
1539,ZC7EQ6,2,1,1747.0,26.0,464.0,6,1990
1540,ZC7EQ6,3,1,1747.0,17.5,1400.0,6,1990
1541,ZC7EQ6,4,1,1747.0,14.75,1906.0,6,1990
1542,ZC7EQ6,5,1,1747.0,8.5,765.0,6,1990
1543,ZC7EQ6,5,1,1747.0,8.75,0.0,6,1990
1544,XV6MC2,1,1,2137.0,36.0,88.0,6,1919
1545,XV6MC2,2,1,2137.0,26.0,1105.0,6,1919
1546,XV6MC2,3,1,2137.0,14.75,1619.0,6,1919
1547,XV6MC2,4,1,2137.0,8.5,310.0,6,1919
1548,XV6MC2,4,1,2137.0,9.0,0.0,6,1919
1549,XV6MC2,5,1,2137.0,6.0,0.0,6,1919
1550,A84NCD,1,1,2137.0,8.5,831.0,1,985
1551,N701K3,1,1,1746.0,42.0,92.0,4,1510
1552,N701K3,2,1,1746.0,28.0,948.0,4,1510
1553,N701K3,3,1,1746.0,22.0,850.0,4,1510
1554,N701K3,4,1,1746.0,16.5,916.0,4,1510
1555,61Q82Z,1,1,1344.0,42.0,74.0,6,596
1556,61Q82Z,2,1,1344.0,28.0,935.0,6,596
1557,61Q82Z,3,1,1344.0,22.0,1201.0,6,596
1558,61Q82Z,4,1,1344.0,16.5,2131.0,6,596
1559,61Q82Z,5,1,1344.0,12.25,432.0,6,596
1560,61Q82Z,6,1,1344.0,8.5,487.0,6,596
1561,V9XJ9D,1,1,2009.0,36.0,74.0,7,1828
1562,V9XJ9D,2,1,2009.0,26.0,950.0,7,1828
1563,V9XJ9D,3,1,2009.0,17.5,1450.0,7,1828
1564,V9XJ9D,4,1,2009.0,14.75,840.0,7,1828
1565,V9XJ9D,5,1,2009.0,6.0,0.0,7,1828
1566,V9XJ9D,5,1,2009.0,8.5,651.0,7,1828
1567,V9XJ9D,5,1,2009.0,9.0,0.0,7,1828
1568,85WO82,1,1,2267.0,36.0,86.0,5,807
1569,85WO82,2,1,2267.0,26.0,922.0,5,807
1570,85WO82,3,1,2267.0,17.5,716.0,5,807
1571,85WO82,4,1,2267.0,14.75,1057.0,5,807
1572,85WO82,5,1,2267.0,9.0,572.0,5,807
1573,9B3TVB,1,1,2215.0,36.0,0.0,4,931
1574,9B3TVB,2,1,2215.0,36.0,61.0,4,931
1575,9B3TVB,3,1,2215.0,17.5,564.0,4,931
1576,9B3TVB,4,1,2215.0,12.25,916.0,4,931
1577,SF06XE,1,1,2238.0,42.0,96.0,4,1724
1578,SF06XE,2,1,2238.0,28.0,1280.0,4,1724
1579,SF06XE,3,1,2238.0,17.5,1728.0,4,1724
1580,SF06XE,4,1,2238.0,12.25,761.0,4,1724
1581,8DYIDA,1,1,1080.0,42.0,56.0,3,839
1582,8DYIDA,2,1,1080.0,16.5,1003.0,3,839
1583,8DYIDA,3,1,1080.0,12.25,1051.0,3,839
1584,631H65,1,1,22.5,36.0,115.0,4,601
1585,631H65,2,1,22.5,17.5,834.0,4,601
1586,631H65,3,1,22.5,12.25,1696.0,4,601
1587,631H65,4,1,22.5,8.5,1581.0,4,601
1588,7O7RSH,1,1,30.8,36.0,183.0,6,754
1589,7O7RSH,2,1,30.8,26.0,763.0,6,754
1590,7O7RSH,3,1,30.8,17.5,1149.0,6,754
1591,7O7RSH,4,1,30.8,12.25,893.0,6,754
1592,7O7RSH,4,1,30.8,17.5,399.0,6,754
1593,7O7RSH,5,1,30.8,8.5,1318.0,6,754
1594,TSII7B,1,1,18.7,26.0,75.0,6,1782
1595,TSII7B,1,1,18.7,36.0,40.0,6,1782
1596,TSII7B,2,1,18.7,17.5,710.0,6,1782
1597,TSII7B,2,1,18.7,26.0,14.0,6,1782
1598,TSII7B,3,1,18.7,12.25,934.0,6,1782
1599,TSII7B,4,1,18.7,8.5,976.0,6,1782
1600,8846FV,1,1,1733.0,36.0,87.0,5,819
1601,8846FV,2,1,1733.0,26.0,764.0,5,819
1602,8846FV,3,1,1733.0,17.5,900.0,5,819
1603,8846FV,4,1,1733.0,12.25,687.0,5,819
1604,8846FV,5,1,1733.0,8.5,1166.0,5,819
1605,3YVAU4,1,1,668.0,26.0,319.0,4,396
1606,3YVAU4,2,1,668.0,16.0,737.0,4,396
1607,3YVAU4,3,1,668.0,12.25,642.0,4,396
1608,3YVAU4,4,1,668.0,8.5,0.0,4,396
1609,N67G15,1,1,199.0,26.0,276.0,5,1509
1610,N67G15,2,1,199.0,17.5,1501.0,5,1509
1611,N67G15,3,1,199.0,12.25,2279.0,5,1509
1612,N67G15,4,1,199.0,8.5,1643.0,5,1509
1613,N67G15,5,1,199.0,5.875,338.0,5,1509
1614,S87YJ2,1,1,199.0,8.5,1281.0,1,1718
1615,XOP6FN,1,1,368.0,26.0,484.0,4,1915
1616,XOP6FN,2,1,368.0,17.5,5.0,4,1915
1617,XOP6FN,3,1,368.0,12.25,1899.0,4,1915
1618,XOP6FN,4,1,368.0,8.5,1203.0,4,1915
1619,7KO7BU,1,1,1574.0,26.0,29.0,4,743
1620,7KO7BU,2,1,1574.0,17.5,643.0,4,743
1621,7KO7BU,3,1,1574.0,12.25,975.0,4,743
1622,7KO7BU,4,1,1574.0,8.5,953.0,4,743
1623,771N7I,1,1,1644.0,17.5,641.0,3,713
1624,771N7I,2,1,1644.0,12.25,700.0,3,713
1625,771N7I,3,1,1644.0,8.5,907.0,3,713
1626,D316C5,1,1,1717.0,26.0,66.0,3,1091
1627,D316C5,2,1,1717.0,17.5,800.0,3,1091
1628,D316C5,3,1,1717.0,12.25,1157.0,3,1091
1629,9R7EW6,1,1,2327.0,26.0,68.0,3,959
1630,9R7EW6,2,1,2327.0,17.5,492.0,3,959
1631,9R7EW6,3,1,2327.0,12.25,425.0,3,959
1632,70IG7M,1,1,2101.0,36.0,75.0,4,680
1633,70IG7M,2,1,2101.0,20.0,709.0,4,680
1634,70IG7M,3,1,2101.0,12.25,902.0,4,680
1635,70IG7M,4,1,2101.0,8.5,460.0,4,680
1636,GXJYV6,4,1,1400.0,12.25,2.0,1,1263
1637,J1T481,1,1,2332.0,42.0,11.0,6,1346
1638,J1T481,2,1,2332.0,36.0,54.0,6,1346
1639,J1T481,3,1,2332.0,26.0,845.0,6,1346
1640,J1T481,4,1,2332.0,17.5,1091.0,6,1346
1641,J1T481,5,1,2332.0,12.25,773.0,6,1346
1642,J1T481,6,1,2332.0,8.5,1393.0,6,1346
1643,SN2IN0,1,1,1302.0,42.0,15.0,6,1738
1644,SN2IN0,2,1,1302.0,36.0,53.0,6,1738
1645,SN2IN0,3,1,1302.0,26.0,793.0,6,1738
1646,SN2IN0,4,1,1302.0,17.5,1327.0,6,1738
1647,SN2IN0,5,1,1302.0,12.25,732.0,6,1738
1648,SN2IN0,6,1,1302.0,8.5,227.0,6,1738
1649,Y7XVOG,1,1,2780.0,42.0,11.0,7,1940
1650,Y7XVOG,2,1,2780.0,36.0,54.0,7,1940
1651,Y7XVOG,3,1,2780.0,26.0,770.0,7,1940
1652,Y7XVOG,4,1,2780.0,17.5,844.0,7,1940
1653,Y7XVOG,5,1,2780.0,12.25,507.0,7,1940
1654,Y7XVOG,6,1,2780.0,8.5,549.0,7,1940
1655,Y7XVOG,7,1,2780.0,6.0,811.0,7,1940
1661,G50CS8,1,1,2328.0,42.0,12.0,6,1232
1662,G50CS8,2,1,2328.0,36.0,52.0,6,1232
1663,G50CS8,3,1,2328.0,26.0,818.0,6,1232
1664,G50CS8,4,1,2328.0,12.25,982.0,6,1232
1665,G50CS8,4,1,2328.0,17.5,1001.0,6,1232
1666,G50CS8,5,1,2328.0,8.5,838.0,6,1232
1667,RV805P,1,1,2720.0,42.0,12.0,5,1695
1668,RV805P,2,1,2720.0,36.0,63.0,5,1695
1669,RV805P,3,1,2720.0,26.0,678.0,5,1695
1670,RV805P,4,1,2720.0,17.5,1181.0,5,1695
1671,RV805P,5,1,2720.0,12.25,1494.0,5,1695
1672,6180JH,1,1,2749.0,42.0,10.0,5,595
1673,6180JH,2,1,2749.0,36.0,76.0,5,595
1674,6180JH,3,1,2749.0,26.0,746.0,5,595
1675,6180JH,4,1,2749.0,17.5,880.0,5,595
1676,6180JH,5,1,2749.0,12.25,980.0,5,595
1677,C49D06,1,1,1520.0,42.0,11.0,5,1053
1678,C49D06,2,1,1520.0,36.0,53.5,5,1053
1679,C49D06,3,1,1520.0,26.0,675.5,5,1053
1680,C49D06,4,1,1520.0,17.5,1109.0,5,1053
1681,C49D06,5,1,1520.0,12.25,801.0,5,1053
1682,20G3X8,1,1,1332.0,42.0,11.0,5,209
1683,20G3X8,2,1,1332.0,36.0,53.0,5,209
1684,20G3X8,3,1,1332.0,26.0,573.0,5,209
1685,20G3X8,4,1,1332.0,17.5,600.0,5,209
1686,20G3X8,5,1,1332.0,12.25,752.0,5,209
1687,I5U3P8,1,1,2583.0,36.0,75.0,5,1313
1688,I5U3P8,2,1,2583.0,26.0,582.0,5,1313
1689,I5U3P8,3,1,2583.0,17.5,0.0,5,1313
1690,I5U3P8,4,1,2583.0,12.25,814.0,5,1313
1691,I5U3P8,5,1,2583.0,8.5,1296.0,5,1313
1692,0PZ73Z,1,1,2820.0,42.0,13.0,6,76
1693,0PZ73Z,2,1,2820.0,36.0,64.0,6,76
1694,0PZ73Z,3,1,2820.0,26.0,758.0,6,76
1695,0PZ73Z,4,1,2820.0,17.5,929.0,6,76
1696,0PZ73Z,5,1,2820.0,12.25,691.0,6,76
1697,0PZ73Z,6,1,2820.0,8.5,1256.0,6,76
1698,41623F,1,1,1654.0,17.5,726.0,2,407
1699,41623F,2,1,1654.0,12.25,1846.0,2,407
1700,SGA33A,1,1,1924.0,17.5,1140.0,3,1729
1701,SGA33A,2,1,1924.0,12.25,1669.0,3,1729
1702,SGA33A,3,1,1924.0,8.5,0.0,3,1729
1703,C0WV50,1,1,1704.0,17.5,1230.0,2,1044
1704,C0WV50,2,1,1704.0,12.25,1359.0,2,1044
1705,5EZU69,1,1,1554.0,12.25,85.0,1,550
1706,G40B07,1,1,1554.0,8.5,281.0,1,1230
1707,9K38T9,1,1,1881.0,17.5,616.0,2,947
1708,9K38T9,2,1,1881.0,12.25,1502.0,2,947
1709,34KX1L,1,1,1921.6,26.0,634.0,3,329
1710,34KX1L,2,1,1921.6,17.5,989.0,3,329
1711,34KX1L,3,1,1921.6,12.25,1758.0,3,329
1713,5HKQW6,1,1,1595.0,17.5,464.0,3,554
1714,5HKQW6,2,1,1595.0,12.25,711.0,3,554
1715,5HKQW6,3,1,1595.0,8.5,555.0,3,554
1718,BCY822,2,1,1994.0,26.0,110.0,2,1028
1719,BCY822,3,1,1994.0,18.125,0.0,2,1028
1720,8CNT47,1,1,1995.0,42.0,93.0,5,834
1721,8CNT47,2,1,1995.0,26.0,302.0,5,834
1722,8CNT47,3,1,1995.0,18.125,508.0,5,834
1723,8CNT47,4,1,1995.0,16.5,2565.0,5,834
1724,8CNT47,5,1,1995.0,12.25,445.0,5,834
1725,TS8FC8,1,1,252.0,26.0,421.0,8,1780
1726,TS8FC8,2,1,252.0,17.5,1600.0,8,1780
1727,TS8FC8,3,1,252.0,12.25,1500.0,8,1780
1728,TS8FC8,4,1,252.0,8.5,1000.0,8,1780
1729,TS8FC8,5,1,252.0,8.46875,9.0,8,1780
1730,TS8FC8,6,1,252.0,8.5,210.0,8,1780
1731,TS8FC8,7,1,252.0,8.46875,18.0,8,1780
1732,TS8FC8,8,1,252.0,8.5,16.0,8,1780
1733,X6GG83,1,1,135.0,26.0,390.0,7,1896
1734,X6GG83,2,1,135.0,17.5,1580.0,7,1896
1735,X6GG83,3,1,135.0,12.25,2187.0,7,1896
1736,X6GG83,4,1,135.0,8.5,555.0,7,1896
1737,X6GG83,5,1,135.0,8.46875,9.0,7,1896
1738,X6GG83,6,1,135.0,8.5,266.0,7,1896
1739,X6GG83,7,1,135.0,6.125,353.0,7,1896
1740,0470T0,1,1,126.0,26.0,350.0,4,19
1741,0470T0,2,1,126.0,17.5,1499.0,4,19
1742,0470T0,3,1,126.0,12.25,2201.0,4,19
1743,0470T0,4,1,126.0,8.5,1224.0,4,19
1744,83S2H2,1,1,156.0,26.0,425.0,8,792
1745,83S2H2,2,1,156.0,17.5,1598.0,8,792
1746,83S2H2,3,1,156.0,12.25,1798.0,8,792
1747,83S2H2,4,1,156.0,8.5,169.0,8,792
1748,83S2H2,5,1,156.0,8.46875,19.0,8,792
1749,83S2H2,6,1,156.0,8.5,460.0,8,792
1750,83S2H2,7,1,156.0,8.46875,7.0,8,792
1751,83S2H2,8,1,156.0,8.5,236.0,8,792
1752,398LK1,1,1,2013.0,17.5,745.0,1,352
1753,H3KOCF,1,1,1989.0,17.5,749.0,2,1271
1754,H3KOCF,2,1,1989.0,12.25,1551.0,2,1271
1755,0WFQ56,1,1,519.0,26.0,752.0,4,91
1756,0WFQ56,2,1,519.0,16.0,1017.0,4,91
1757,0WFQ56,3,1,519.0,12.25,1988.0,4,91
1758,0WFQ56,4,1,519.0,8.5,1368.0,4,91
1759,CM1CH7,1,1,1642.0,26.0,65.0,6,1074
1760,CM1CH7,2,1,1642.0,17.5,1082.0,6,1074
1761,CM1CH7,3,1,1642.0,12.25,2001.0,6,1074
1762,CM1CH7,4,1,1642.0,8.5,452.0,6,1074
1763,CM1CH7,5,1,1642.0,8.46875,18.0,6,1074
1764,CM1CH7,6,1,1642.0,8.5,177.0,6,1074
1765,FPXOT9,1,1,912.0,26.0,62.0,8,1209
1766,FPXOT9,2,1,912.0,17.5,1354.0,8,1209
1767,FPXOT9,3,1,912.0,26.0,0.0,8,1209
1768,FPXOT9,4,1,912.0,16.0,147.0,8,1209
1769,FPXOT9,5,1,912.0,12.25,1667.0,8,1209
1770,FPXOT9,6,1,912.0,8.5,210.0,8,1209
1771,FPXOT9,7,1,912.0,8.46875,18.0,8,1209
1772,FPXOT9,8,1,912.0,8.5,270.0,8,1209
1773,DW9A8S,1,1,912.0,8.5,803.0,1,1121
1774,T3E1JM,1,1,425.0,26.0,446.0,1,1754
1775,O2P5X6,1,1,425.0,36.0,62.0,5,1541
1776,O2P5X6,2,1,425.0,26.0,384.0,5,1541
1777,O2P5X6,3,1,425.0,17.5,1414.0,5,1541
1778,O2P5X6,4,1,425.0,12.25,2388.0,5,1541
1779,O2P5X6,5,1,425.0,8.5,865.0,5,1541
1780,1F455Z,1,1,729.0,26.0,555.0,3,161
1781,1F455Z,2,1,729.0,17.5,1571.0,3,161
1782,1F455Z,3,1,729.0,12.25,2054.0,3,161
1783,0907TF,1,1,147.0,36.0,64.0,5,46
1784,0907TF,2,1,147.0,26.0,478.0,5,46
1785,0907TF,3,1,147.0,17.5,1448.0,5,46
1786,0907TF,4,1,147.0,12.25,1984.0,5,46
1787,0907TF,5,1,147.0,8.5,1223.0,5,46
1788,Y4V7ZQ,1,1,2135.0,36.0,62.0,5,1930
1789,Y4V7ZQ,2,1,2135.0,26.0,690.0,5,1930
1790,Y4V7ZQ,3,1,2135.0,17.5,2298.0,5,1930
1791,Y4V7ZQ,4,1,2135.0,12.25,227.0,5,1930
1792,Y4V7ZQ,5,1,2135.0,8.5,288.0,5,1930
1793,F352FX,1,1,2234.0,36.0,61.0,3,1174
1794,F352FX,2,1,2234.0,17.5,1466.0,3,1174
1795,F352FX,3,1,2234.0,12.25,1571.0,3,1174
1796,295XE9,1,1,2137.0,36.0,74.0,2,247
1797,295XE9,2,1,2137.0,26.0,1208.0,2,247
1798,65K1WS,1,1,2144.0,36.0,72.0,7,614
1799,65K1WS,2,1,2144.0,26.0,1209.0,7,614
1800,65K1WS,3,1,2144.0,17.5,1679.0,7,614
1801,65K1WS,4,1,2144.0,12.25,880.0,7,614
1802,65K1WS,5,1,2144.0,8.5,0.0,7,614
1803,65K1WS,6,1,2144.0,12.25,0.0,7,614
1804,65K1WS,7,1,2144.0,8.5,770.0,7,614
1805,001L7P,1,1,2140.0,36.0,73.0,6,0
1806,001L7P,2,1,2140.0,26.0,1354.0,6,0
1807,001L7P,3,1,2140.0,17.5,1533.0,6,0
1808,001L7P,4,1,2140.0,12.25,446.0,6,0
1809,001L7P,5,1,2140.0,8.5,521.0,6,0
1810,001L7P,6,1,2140.0,12.25,0.0,6,0
1811,VX5SJ0,1,1,234.0,26.0,61.0,3,1848
1812,VX5SJ0,2,1,234.0,17.5,919.0,3,1848
1813,VX5SJ0,3,1,234.0,12.25,962.0,3,1848
1814,RF2U0D,1,1,279.0,36.0,60.0,3,1682
1815,RF2U0D,2,1,279.0,17.5,953.0,3,1682
1816,RF2U0D,3,1,279.0,12.25,1012.0,3,1682
1817,7M3UW5,1,1,196.0,36.0,60.0,3,749
1818,7M3UW5,2,1,196.0,17.5,1129.0,3,749
1819,7M3UW5,3,1,196.0,12.25,779.0,3,749
1820,LR7K19,1,1,106.0,36.0,61.0,4,1460
1821,LR7K19,2,1,106.0,26.0,368.0,4,1460
1822,LR7K19,3,1,106.0,17.5,1856.0,4,1460
1823,LR7K19,4,1,106.0,12.25,2960.0,4,1460
1824,6RT04N,1,1,471.0,36.0,50.0,5,664
1825,6RT04N,2,1,471.0,26.0,564.0,5,664
1826,6RT04N,3,1,471.0,17.5,1182.0,5,664
1827,6RT04N,4,1,471.0,12.25,2283.0,5,664
1828,6RT04N,5,1,471.0,8.5,0.0,5,664
1829,55F5W1,1,1,2253.0,26.0,75.0,1,524
1830,3T21IV,1,1,2254.0,36.0,76.0,1,386
1831,5FETQX,1,1,2254.0,36.0,75.0,5,551
1832,5FETQX,2,1,2254.0,26.0,814.0,5,551
1833,5FETQX,3,1,2254.0,17.5,919.0,5,551
1834,5FETQX,4,1,2254.0,12.25,1537.0,5,551
1835,5FETQX,5,1,2254.0,8.5,820.0,5,551
1836,ON1U94,1,1,583.0,36.0,63.0,4,1573
1837,ON1U94,2,1,583.0,26.0,748.0,4,1573
1838,ON1U94,3,1,583.0,17.5,2063.0,4,1573
1839,ON1U94,4,1,583.0,12.25,745.0,4,1573
1840,6EC6AG,1,1,819.0,30.0,34.0,3,638
1841,6EC6AG,2,1,819.0,17.5,727.0,3,638
1842,6EC6AG,3,1,819.0,12.25,1246.0,3,638
1843,CK2320,1,1,100.0,36.0,65.0,5,1073
1844,CK2320,2,1,100.0,26.0,614.0,5,1073
1845,CK2320,3,1,100.0,17.5,1399.0,5,1073
1846,CK2320,4,1,100.0,12.25,2404.0,5,1073
1847,CK2320,5,1,100.0,8.5,954.0,5,1073
1848,FOLI8O,1,1,518.0,30.0,47.0,3,1205
1849,FOLI8O,2,1,518.0,17.5,813.0,3,1205
1850,FOLI8O,3,1,518.0,12.25,601.0,3,1205
1851,419918,1,1,145.0,36.0,63.0,1,408
1852,KC8N1C,1,1,144.0,36.0,0.0,6,1411
1853,KC8N1C,2,1,144.0,26.0,1126.0,6,1411
1854,KC8N1C,3,1,144.0,17.5,1730.0,6,1411
1855,KC8N1C,4,1,144.0,12.25,3639.0,6,1411
1856,KC8N1C,5,1,144.0,8.5,174.0,6,1411
1857,KC8N1C,6,1,144.0,6.125,381.0,6,1411
1858,I3IY11,1,1,146.0,36.0,62.0,3,1306
1859,I3IY11,2,1,146.0,17.5,1179.0,3,1306
1860,I3IY11,3,1,146.0,12.25,2205.0,3,1306
1861,PW2EBJ,1,1,137.0,36.0,0.0,1,1624
1862,4TSG11,1,1,188.0,36.0,44.0,4,489
1863,4TSG11,2,1,188.0,26.0,607.0,4,489
1864,4TSG11,3,1,188.0,17.5,1445.0,4,489
1865,4TSG11,4,1,188.0,12.25,2095.0,4,489
1866,298419,1,1,1763.0,36.0,86.0,5,249
1867,298419,2,1,1763.0,26.0,1160.0,5,249
1868,298419,3,1,1763.0,17.5,1122.0,5,249
1869,298419,4,1,1763.0,12.25,2298.0,5,249
1870,298419,5,1,1763.0,8.5,398.0,5,249
1871,RSDQ97,1,1,2204.0,36.0,86.0,4,1691
1872,RSDQ97,2,1,2204.0,26.0,890.0,4,1691
1873,RSDQ97,3,1,2204.0,17.5,1821.0,4,1691
1874,RSDQ97,4,1,2204.0,12.25,742.0,4,1691
1875,L8Z59K,1,1,2202.0,8.5,623.0,1,1450
1876,0P01JZ,1,1,1873.0,36.0,73.0,6,73
1877,0P01JZ,2,1,1873.0,26.0,1149.0,6,73
1878,0P01JZ,3,1,1873.0,17.5,1984.0,6,73
1879,0P01JZ,4,1,1873.0,14.75,860.0,6,73
1880,0P01JZ,5,1,1873.0,9.0,676.0,6,73
1881,0P01JZ,6,1,1873.0,6.125,478.0,6,73
1882,502924,1,1,1870.0,8.5,872.0,1,498
1883,KVTH18,1,1,948.0,17.5,603.0,2,1429
1884,KVTH18,2,1,948.0,12.25,1788.0,2,1429
1885,4M5028,1,1,901.3,17.5,712.0,2,474
1886,4M5028,2,1,901.3,12.25,1263.0,2,474
1887,OC1RH3,1,1,1894.0,36.0,63.0,6,1561
1888,OC1RH3,2,1,1894.0,26.0,533.0,6,1561
1889,OC1RH3,3,1,1894.0,17.5,1099.0,6,1561
1890,OC1RH3,4,1,1894.0,12.25,1816.0,6,1561
1891,OC1RH3,5,1,1894.0,8.5,450.0,6,1561
1892,OC1RH3,6,1,1894.0,6.0,67.0,6,1561
1893,MKNI0G,1,1,1968.0,42.0,11.0,3,1490
1894,MKNI0G,2,1,1968.0,36.0,50.0,3,1490
1895,MKNI0G,3,1,1968.0,17.5,1986.0,3,1490
1896,MBZ40C,1,1,1967.0,36.0,63.0,6,1488
1897,MBZ40C,2,1,1967.0,26.0,372.0,6,1488
1898,MBZ40C,3,1,1967.0,17.5,720.0,6,1488
1899,MBZ40C,4,1,1967.0,12.25,2248.0,6,1488
1900,MBZ40C,5,1,1967.0,8.5,638.0,6,1488
1901,MBZ40C,6,1,1967.0,6.0,0.0,6,1488
1902,S28283,1,1,542.0,36.0,61.0,5,1706
1903,S28283,2,1,542.0,26.0,783.0,5,1706
1904,S28283,3,1,542.0,17.5,2549.0,5,1706
1905,S28283,4,1,542.0,12.25,845.0,5,1706
1906,S28283,5,1,542.0,8.5,1085.3,5,1706
1907,V5B5SL,1,1,229.0,42.0,10.0,7,1820
1908,V5B5SL,2,1,229.0,36.0,52.0,7,1820
1909,V5B5SL,3,1,229.0,26.0,956.0,7,1820
1910,V5B5SL,4,1,229.0,17.5,2364.0,7,1820
1911,V5B5SL,5,1,229.0,12.25,856.0,7,1820
1912,V5B5SL,5,1,229.0,8.5,0.0,7,1820
1913,V5B5SL,6,1,229.0,8.5,306.0,7,1820
1914,M73F4D,2,1,334.0,36.0,51.0,7,1482
1915,M73F4D,3,1,334.0,26.0,786.0,7,1482
1916,M73F4D,4,1,334.0,17.5,2010.0,7,1482
1917,M73F4D,5,1,334.0,14.75,1217.0,7,1482
1918,M73F4D,6,1,334.0,12.25,182.0,7,1482
1919,M73F4D,6,1,334.0,6.0,102.0,7,1482
1920,M73F4D,6,1,334.0,8.5,31.0,7,1482
1921,2OV32N,1,1,271.0,26.0,560.0,6,287
1922,2OV32N,2,1,271.0,17.5,1444.0,6,287
1923,2OV32N,3,1,271.0,12.25,765.0,6,287
1924,2OV32N,4,1,271.0,8.5,151.0,6,287
1925,2OV32N,5,1,271.0,8.46875,135.0,6,287
1926,2OV32N,6,1,271.0,8.5,49.0,6,287
1927,ZRRU54,1,1,595.0,26.0,458.0,7,1997
1928,ZRRU54,2,1,595.0,17.5,1377.0,7,1997
1929,ZRRU54,3,1,595.0,12.25,107.0,7,1997
1930,ZRRU54,4,1,595.0,8.46875,18.0,7,1997
1931,ZRRU54,5,1,595.0,12.25,166.0,7,1997
1932,ZRRU54,6,1,595.0,8.46875,11.0,7,1997
1933,ZRRU54,7,1,595.0,12.25,291.0,7,1997
1934,7D8398,1,1,489.0,26.0,354.0,8,731
1935,7D8398,2,1,489.0,16.0,995.0,8,731
1936,7D8398,3,1,489.0,12.25,90.0,8,731
1937,7D8398,4,1,489.0,8.46875,3.0,8,731
1938,7D8398,5,1,489.0,12.25,2.0,8,731
1939,7D8398,6,1,489.0,8.46875,9.0,8,731
1940,7D8398,7,1,489.0,12.25,436.0,8,731
1941,7D8398,8,1,489.0,8.46875,9.0,8,731
1942,K0925K,1,1,320.0,26.0,326.0,6,1387
1943,K0925K,2,1,320.0,16.0,920.0,6,1387
1944,K0925K,3,1,320.0,12.25,982.0,6,1387
1945,K0925K,4,1,320.0,8.5,25.0,6,1387
1946,K0925K,5,1,320.0,8.46875,9.0,6,1387
1947,K0925K,6,1,320.0,8.5,373.0,6,1387
1948,L11BC9,1,1,582.0,17.5,1006.0,2,1438
1949,L11BC9,2,1,582.0,12.25,1779.0,2,1438
1950,1R6Y50,1,1,719.0,17.5,1009.0,2,185
1951,1R6Y50,2,1,719.0,12.25,1740.0,2,185
1955,94ZEF2,1,1,523.0,12.25,1274.0,1,907
1956,1N8JMB,1,1,433.0,17.5,1073.0,2,175
1957,1N8JMB,2,1,433.0,12.25,1445.0,2,175
1958,FD8IDL,1,1,508.0,17.5,1010.0,3,1190
1959,FD8IDL,2,1,508.0,12.25,1010.0,3,1190
1960,FD8IDL,3,1,508.0,8.5,438.0,3,1190
1961,LMHY32,1,1,282.0,26.0,50.0,3,1457
1962,LMHY32,2,1,282.0,17.5,975.0,3,1457
1963,LMHY32,3,1,282.0,12.25,1693.0,3,1457
1964,LTMM5T,1,1,302.0,36.0,50.0,3,1463
1965,LTMM5T,2,1,302.0,17.5,935.0,3,1463
1966,LTMM5T,3,1,302.0,12.25,1777.0,3,1463
1978,65I140,1,1,17.0,26.0,72.0,6,612
1979,65I140,2,1,17.0,17.5,337.0,6,612
1980,65I140,3,1,17.0,12.25,1147.0,6,612
1981,65I140,4,1,17.0,8.5,632.0,6,612
1982,65I140,5,1,17.0,8.46875,12.0,6,612
1983,65I140,6,1,17.0,8.5,376.0,6,612
1987,RN9890,1,1,0.0,17.5,314.0,3,1689
1988,RN9890,2,1,0.0,12.25,1114.0,3,1689
1989,RN9890,3,1,0.0,8.5,872.0,3,1689
1990,3EBSCP,1,1,177.0,36.0,63.0,3,359
1991,3EBSCP,2,1,177.0,20.0,843.0,3,359
1992,3EBSCP,3,1,177.0,12.25,240.0,3,359
1993,72D170,1,1,655.0,26.0,481.0,3,690
1994,72D170,2,1,655.0,14.75,1172.0,3,690
1995,72D170,3,1,655.0,8.5,743.0,3,690
1996,9226JQ,1,1,713.0,26.0,487.0,3,890
1997,9226JQ,2,1,713.0,14.75,1198.0,3,890
1998,9226JQ,3,1,713.0,8.5,680.0,3,890
1999,R1QZJF,1,1,820.0,26.0,400.0,5,1657
2000,R1QZJF,2,1,820.0,14.75,1155.0,5,1657
2001,R1QZJF,3,1,820.0,8.5,480.0,5,1657
2002,R1QZJF,4,1,820.0,8.46875,40.0,5,1657
